Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Eenergy label,Position,Garden,Estimated neighbourhood price per m2
Pijperstraat 5,Assen,€ 225.000,172 m²,128 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg,Achtertuin en voortuin,2.145
Hoogstraat 104,Oosteind,€ 750.000,7.535 m²,160 m²,1850,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,"Aan rustige weg, buiten bebouwde kom en landelijk gelegen",Tuin rondom,975
Vier Wieken 28,Valburg,€ 350.000,210 m²,99 m²,2013,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,225
Vliewint 51,Petten,€ 695.000,670 m²,166 m²,2002,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,480
Reisvennestraat 72,Valkenswaard,€ 695.000,460 m²,210 m²,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.120
Rozemarijntuin 16,Assen,€ 275.000,137 m²,90 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,895
Turfmarkt 126,Gouda,€ 925.000,211 m²,240 m²,1962,Bestaande bouw,"Grachtenpand, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers,3 woonlagen,D,Aan water en in centrum,Zonneterras,1.275
Hercules 97,Katwijk (ZH),€ 439.000,123 m²,113 m²,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.795
Irisstraat 6,Amersfoort,€ 375.000,194 m²,76 m²,1923,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",2.305
Van Doesburg-erf 77,Dordrecht,€ 450.000,205 m²,155 m²,1991,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,,Achtertuin en voortuin,2.720
Anton Coolenstraat 1,Gorinchem,€ 359.000,146 m²,106 m²,1991,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.655
Kleine Wiel 27,Gorinchem,€ 525.000,340 m²,133 m²,1992,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.825
Amen 57,Amen,€ 825.000,3.120 m²,251 m²,1927,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met pannen en riet,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,85
Rengersweg 32,Oentsjerk,€ 295.000,758 m²,103 m²,1966,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag en een zolder,E,,Tuin rondom,1.885
Anfieldroad 97,Amsterdam,€ 875.000,164 m²,143 m²,2001,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Voortuin,15.800
Singelweg 5,Middelburg,€ 515.000,680 m²,166 m²,1989,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin",900
Assendelverstraat 61,Haarlem,€ 369.000,89 m²,74 m²,Voor 1906,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin,2.205
Cornelis Trooststraat 28,Helmond,€ 245.000,114 m²,79 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.945
Radenlaan 39,Zwolle,€ 389.500,255 m²,135 m²,1985,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,In woonwijk,"Achtertuin, voortuin en zijtuin",3.085
Jan Lievensstraat 24,Leeuwarden,€ 189.500,120 m²,69 m²,1935,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer,2 woonlagen en een vliering,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.760
Tesstraat 6,Boven-Leeuwen,€ 875.000,5.295 m²,210 m²,2018,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,Aan rustige weg en landelijk gelegen,Tuin rondom,735
Schaepmanlaan 3,Vlijmen,€ 365.000,744 m²,128 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in bosrijke omgeving, in woonwijk en open ligging",Achtertuin en voortuin,6.325
Oliestraat 16,Grave,€ 625.000,105 m²,190 m²,1642,Bestaande bouw,"Herenhuis, hoekwoning",Schilddak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,"4 woonlagen, een zolder en een kelder",C,Aan rustige weg en in centrum,Zonneterras,1.600
's-Gravendamseweg 29,Noordwijkerhout,€ 299.000,96 m²,95 m²,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,,Achtertuin,€ 6.816
Elzeneiland 10,Rijswijk (ZH),€ 785.000,244 m²,188 m²,1996,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water, beschutte ligging, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",3.860
Wikkestraat 13,Alphen aan den Rijn,€ 375.000,143 m²,135 m²,1969,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk,Achtertuin,1.980
Evenboersweg 21,Punthorst,€ 525.000,1.770 m²,95 m²,1928,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer,2 woonlagen,G,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom en zijtuin,940
Hoge Boekelerweg 77,Enschede,€ 325.000,151 m²,105 m²,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.410
Michelangelohage 3,Emmeloord,€ 495.000,403 m²,175 m²,2007,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.300
Roemer Visscherstraat 29,Leiden,€ 435.000,106 m²,100 m²,1932,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,4.485
Jan van der Heijdenstraat 48,Gorinchem,€ 397.500,147 m²,118 m²,2015,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.805
Deestraat 29,Poortvliet,€ 244.500,153 m²,80 m²,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.260
Kievitlaan 16,Sliedrecht,€ 249.000,217 m²,83 m²,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,In woonwijk,Achtertuin en voortuin,2.875
Saksen-Anhalt 20,Arnhem,€ 675.000,143 m²,141 m²,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan bosrand, aan park, aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en open ligging",Achtertuin en voortuin,1.290
Sir Winston Churchillln 12,Rijswijk (ZH),€ 569.000,212 m²,162 m²,1957,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,4 woonlagen,D,In woonwijk,Achtertuin en voortuin,3.100
Paul Butterfieldstraat 5,Middelburg,€ 340.000,146 m²,105 m²,2008,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,875
Hangerad 36,Rijssen,€ 259.000,142 m²,76 m²,1897,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan park, aan rustige weg en in woonwijk",Achtertuin,2.070
Maagdenpalm 27,Arnhem,€ 450.000,304 m²,102 m²,2008,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.460
Molenkamp 19,Bennekom,€ 450.000,235 m²,112 m²,1963,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.835
Dubloen 60,Mijdrecht,€ 525.000,152 m²,165 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met overig,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,3.575
Irisstraat 7,Enschede,€ 339.000,221 m²,128 m²,1930,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,1.875
Zandstraat 58,Doetinchem,€ 269.500,218 m²,108 m²,1960,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,In bosrijke omgeving,Achtertuin en voortuin,300
Wachtmeester 21,Gorinchem,€ 460.000,116 m²,137 m²,2020,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.105
De Leek 2,Beilen,€ 475.000,499 m²,158 m²,1983,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin, zijtuin en zonneterras",9.415
Jan Braskersteeg 3,Edam,€ 850.000,274 m²,175 m²,2004,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,B,Aan water en in centrum,Achtertuin,2.725
Alsteedseweg 54 a,Haaksbergen,€ 1.100.000,8.860 m²,320 m²,1967,Bestaande bouw,"Villa, vrijstaande woning",Lessenaardak,8 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"1 woonlaag, een zolder en een kelder",C,"Aan bosrand, buiten bebouwde kom, in bosrijke omgeving en landelijk gelegen",Tuin rondom en zonneterras,965
Wedderstraat 48,Vlagtwedde,€ 325.000,901 m²,106 m²,1948,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,C,"Aan rustige weg, aan vaarwater, aan water en in bosrijke omgeving",Tuin rondom,225
Ellestraat 14,Heikant,€ 525.000,840 m²,157 m²,1992,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Tuin rondom,1.055
Oudlandsestraat 61,Steenbergen (NB),€ 265.000,135 m²,102 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,3.830
Hof van Edinburgh 21,Doetinchem,€ 432.000,218 m²,147 m²,1999,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.165
Gerstdreef 95,Doetinchem,€ 239.000,205 m²,107 m²,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk,Achtertuin en voortuin,2.135
Borculoseweg 41,Neede,€ 695.000,615 m²,281 m²,1935,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en beschutte ligging,Tuin rondom,1.325
Lindenlaan 27,Meeden,€ 575.000,730 m²,251 m²,1980,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in bosrijke omgeving,"Achtertuin, voortuin en zijtuin",1.450
Tuinderij 21,Ursem (Gem. Koggenland),€ 595.000,506 m²,136 m²,2020,Bestaande bouw,"Herenhuis, halfvrijstaande woning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",25
Amerikaweg 6,Beekbergen,€ 875.000,2.285 m²,250 m²,1919,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (3 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen,F,"Aan rustige weg, buiten bebouwde kom en open ligging",Tuin rondom en zonneterras,530
Hudsonring 69,Drunen,€ 382.000,128 m²,100 m²,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,,Achtertuin en voortuin,5.650
Amstelstraat 53,Oost-Souburg,€ 285.000,118 m²,127 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,2.160
Voorweg 50,Nieuwe Wetering,€ 1.250.000,1.835 m²,282 m²,1860,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,7 kamers (6 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, aan water en beschutte ligging",Tuin rondom,640
Palmgracht 46,Amsterdam,€ 2.250.000,58 m²,253 m²,1935,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,12 kamers (8 slaapkamers),4 badkamers en 3 aparte toiletten,4 woonlagen en een zolder,A,In centrum,,19.415
Wilgenoord 42,Bodegraven,€ 375.000,125 m²,122 m²,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,€ 3.051
Goudhoeksland 69,Nuenen,€ 450.000,273 m²,115 m²,2018,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",1.815
Hoofdgracht 13,Naarden,€ 1.795.000,668 m²,252 m²,1980,Bestaande bouw,"Villa, hoekwoning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),3 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,B,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin",490
Cambuurstraat 16,Leeuwarden,€ 168.000,121 m²,85 m²,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,In woonwijk,Achtertuin en voortuin,1.130
Galgenberg 12,Rhenen,€ 645.000,485 m²,171 m²,1978,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,770
Ambachtsstraat 36,'s-Gravenpolder,€ 225.000,263 m²,99 m²,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,In woonwijk,Achtertuin en voortuin,€ 2.517
Reigerskamp 154,Maarssen,€ 389.000,128 m²,105 m²,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.090
Kaarder 17,Hoorn (NH),€ 285.000,122 m²,122 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin,2.095
Briljant 16,Eindhoven,€ 875.000,667 m²,162 m²,1992,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,,Achtertuin en voortuin,2.065
Jean Gilbertlaan 18,Utrecht,€ 835.000,320 m²,181 m²,2004,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen,A,"Aan park, aan rustige weg en in woonwijk","Achtertuin, voortuin en zijtuin",5.335
Doude van Troostwijkstraat 15,Nieuwer Ter Aa,€ 399.000,154 m²,92 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,485
Esmoreitplein 2,Amersfoort,€ 400.000,150 m²,135 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,1.695
Lavendelhof 46,Nieuwegein,€ 375.000,254 m²,117 m²,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,D,In woonwijk,"Achtertuin, voortuin en zijtuin",
Generaal Boreelpad 27,Eindhoven,€ 450.000,311 m²,127 m²,1988,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,5.430
Abt van Grevenbroekstraat 5,Herpt,€ 350.000,162 m²,79 m²,2014,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer,2 woonlagen en een vliering,A,"Aan rustige weg, in bosrijke omgeving, in woonwijk en landelijk gelegen","Achtertuin, voortuin en zijtuin",735
Utrechtseweg 226,Arnhem,€ 1.285.000,397 m²,316 m²,1907,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking,13 kamers (8 slaapkamers),2 badkamers en 4 aparte toiletten,3 woonlagen en een kelder,F,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",1.500
Bottelroosstraat 29,Bakel,€ 439.500,340 m²,156 m²,1978,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan park, aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin",4.205
Gerichtenweg 33,Doornspijk,€ 598.000,815 m²,112 m²,1957,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,"2 woonlagen, een vliering en een kelder",C,"In woonwijk, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom en zonneterras,910
